Number|Station name                             |Latitude|Longitud|Stat|Elevat.|Distance (km)
 78008|DIAPUR                                   |-36.3000|141.4500|VIC |   99.0|1469.7
 33147|WARDEN BEND                              |-20.1867|148.1450|QLD |   36.0|1470.5
 49053|OXLEY (TUPRA)                            |-34.2167|144.1667|NSW |   76.0|1471.2
  4023|MULYIE                                   |-20.4619|119.5189|WA  |   30.0|1471.2
 26015|NARACOORTE (LOCHABER)                    |-36.8297|140.5328|SA  |   50.0|1471.5
 35194|WYSEBY                                   |-24.9606|148.5311|QLD |  261.0|1471.6
 26105|ROBE AIRFIELD                            |-37.1776|139.8054|SA  |    3.0|1471.8
 48024|CANBELEGO POST OFFICE                    |-31.5567|146.3217|NSW |  274.0|1471.9
 49056|TRIDA (WILLANDRA NATIONAL PARK)          |-33.1984|145.1220|NSW |  105.0|1472.0
  7153|PRAIRIE DOWNS                            |-23.5531|119.1478|WA  |  620.0|1472.1
 78009|DIAPUR (BLEAK HOUSE)                     |-36.3000|141.5000|VIC |  168.0|1472.2
 76055|TOWAN                                    |-35.1000|143.2000|VIC |   62.8|1472.5
 77018|HOPETOUN                                 |-35.7344|142.3703|VIC |  100.0|1472.7
 35226|WESTGROVE                                |-25.5831|148.4783|QLD |  460.0|1473.0
 78028|LORQUON                                  |-36.1526|141.7586|VIC |  110.0|1473.3
 44048|MACWOOD                                  |-27.6008|148.0794|QLD |  220.0|1473.4
  4028|PARDOO STATION                           |-20.1078|119.5811|WA  |    9.0|1473.4
  4074|GOLDSWORTHY                              |-20.3422|119.5206|WA  |   45.0|1473.8
 33222|URANNAH STATION                          |-20.9333|148.3500|QLD |  240.0|1474.5
 77026|LASCELLES                                |-35.6071|142.5811|VIC |   78.0|1474.6
 49058|YATHONG                                  |-32.6500|145.6000|NSW |  283.2|1475.0
 33110|ROMA PEAK                                |-20.2997|148.2206|QLD |  100.0|1475.2
 75112|LYNWOOD 1                                |-34.8000|143.6000|NSW |   65.6|1475.4
 77019|KENMARE                                  |-35.9167|142.1667|VIC |   85.0|1476.0
 44137|ROSEHILL                                 |-27.8717|148.0344|QLD |  215.0|1476.5
 78004|BOXDALE                                  |-36.3500|141.5000|VIC |  151.6|1476.5
 44003|BALLANDOOL                               |-28.9667|147.6667|QLD |  146.7|1476.6
 77040|SEA LAKE (MARSTON DOWNS)                 |-35.5254|142.7267|VIC |   80.0|1476.7
 26016|LUCINDALE POST OFFICE                    |-36.9731|140.3664|SA  |   30.0|1476.9
 12065|NORSEMAN                                 |-32.1981|121.7794|WA  |  277.0|1477.1
  7023|DOOLGUNNA                                |-25.6864|119.2258|WA  |  600.0|1477.5
 35059|ROLLESTON                                |-24.4619|148.6261|QLD |  214.0|1477.7
 48023|CANBELEGO THE HERMITAGE                  |-31.6000|146.3667|NSW |  273.7|1478.0
 35077|WARRINILLA                               |-24.9214|148.6006|QLD |  511.0|1478.2
 78023|LAWLOIT                                  |-36.4000|141.4500|VIC |  169.5|1478.2
 48143|COOLABAH POST OFFICE                     |-31.0278|146.7123|NSW |  226.0|1478.2
  7080|THREE RIVERS                             |-25.1256|119.1514|WA  |  520.0|1478.5
 49118|BOOLIGAL (TOMS LAKE)                     |-33.7073|144.7667|NSW |   91.0|1478.9
 35196|OAK PARK                                 |-23.0383|148.6444|QLD |  150.0|1479.1
 49027|ROTO (MERIMERRIWA TANK)                  |-32.7833|145.5500|NSW |  225.7|1479.1
 78021|LAKE HINDMARSH SOUTH                     |-36.1000|141.9500|VIC |   97.5|1479.3
 77047|TYRRELL DOWNS                            |-35.3629|142.9853|VIC |   59.0|1479.6
 43025|MUCKADILLA POST OFFICE                   |-26.5833|148.3833|QLD |  358.0|1479.7
 77038|ROSEBERY                                 |-35.8000|142.4000|VIC |   79.2|1479.7
 12009|NORSEMAN AERO                            |-32.2147|121.7547|WA  |  262.5|1480.1
 49035|NATUE                                    |-33.8000|144.7000|NSW |   87.2|1480.3
 44099|BULLINDGIE                               |-28.3833|147.9167|QLD |  183.0|1480.5
 43026|NORMANDY                                 |-26.7694|148.3558|QLD |  361.0|1480.7
 49043|SANDY CREEK TANK                         |-32.2000|146.0000|NSW |  238.8|1480.7
  9715|THOMAS RIVER                             |-33.8025|123.0331|WA  |   30.0|1480.7
 78015|NHILL AERODROME                          |-36.3093|141.6486|VIC |  138.9|1480.8
 26007|FRANCES                                  |-36.7124|140.9552|SA  |  103.0|1480.8
 33257|BOWEN AIRPORT                            |-20.0151|148.2152|QLD |    5.0|1481.5
 26062|NARACOORTE (BETTWS-Y-COED)               |-36.9229|140.5809|SA  |   52.0|1482.0
 35122|BILLABALONG                              |-25.1431|148.6192|QLD |  308.0|1482.0
 78031|NHILL                                    |-36.3347|141.6367|VIC |  133.0|1482.3
 33094|BOWEN AUSTRALIAN SALTWORKS               |-20.0133|148.2247|QLD |    0.0|1482.5
 77039|SEA LAKE (POST OFFICE)                   |-35.5046|142.8494|VIC |   54.0|1482.5
 33158|HECATE                                   |-20.5031|148.3442|QLD |  120.0|1482.7
 34059|WARWICK PARK                             |-22.7211|148.6633|QLD |  162.4|1482.8
 48008|BOMALLI                                  |-29.4333|147.5500|NSW |  130.5|1483.1
 49054|VIETA                                    |-33.4000|145.1000|NSW |  105.8|1483.4
 77082|BEULAH WEST                              |-35.9338|142.2806|VIC |   95.0|1483.9
 78040|NHILL (WOORAK)                           |-36.2891|141.7432|VIC |  140.0|1484.1
 33007|BOWEN POST OFFICE                        |-20.0167|148.2500|QLD |    6.0|1484.8
 33016|DALRYMPLE HEIGHTS                        |-21.1317|148.4922|QLD |  693.0|1484.9
 43015|INJUNE POST OFFICE                       |-25.8428|148.5669|QLD |  390.0|1485.3
 78086|JEPARIT                                  |-36.1442|141.9928|VIC |   81.0|1485.3
 33197|EUNGELLA NATIONAL PARK                   |-21.1703|148.5039|QLD |  704.0|1485.4
 35043|MEMOOLOO                                 |-24.0031|148.7211|QLD |  240.0|1485.6
 77052|WOOMELANG                                |-35.6803|142.6664|VIC |   79.0|1485.6
 49076|NIMAGEE                                  |-32.0000|146.2000|NSW |  305.0|1485.9
 43061|GUNNEWIN                                 |-25.9847|148.5567|QLD |  417.0|1486.3
 78033|NHILL (SALISBURY (LYNBAR))               |-36.3009|141.7719|VIC |  155.0|1486.6
 34016|CARFAX                                   |-22.4572|148.6819|QLD |  128.0|1486.6
 43023|AIRLIE                                   |-26.8025|148.4100|QLD |  313.0|1486.7
 77049|WAITCHIE                                 |-35.3667|143.1000|VIC |   52.0|1487.0
 51019|GILGOIN                                  |-30.3000|147.2000|NSW |  122.0|1487.2
 44100|PERWELL                                  |-27.4994|148.2497|QLD |  250.0|1487.2
 76045|NYAH WEST POST OFFICE                    |-35.1833|143.3333|VIC |   77.0|1487.4
 78014|GLENLEE                                  |-36.2560|141.8588|VIC |  123.0|1487.4
 43004|BINDANGO                                 |-26.4833|148.4833|QLD |  335.3|1487.6
 48063|M.R.A.                                   |-30.7000|147.0000|NSW |  137.4|1487.6
 77003|BEULAH                                   |-35.9000|142.4000|VIC |   88.4|1487.9
 35063|SOMERBY                                  |-24.2111|148.7403|QLD |  215.0|1488.0
 75049|MAUDE (NAP NAP)                          |-34.4456|144.1728|NSW |   75.0|1488.1
 34058|LANDSBOROUGH STATION                     |-21.6181|148.6019|QLD |  210.0|1488.1
 33055|NETHERDALE POST OFFICE                   |-21.1500|148.5333|QLD |  200.0|1488.7
 33172|CREDITON                                 |-21.2042|148.5436|QLD |  768.0|1488.8
 12110|GIDGEE GOLD MINE                         |-27.2533|119.4075|WA  |  500.0|1488.9
 44042|HEBEL STORE                              |-28.9723|147.7960|QLD |  159.0|1488.9
 27013|MCDONNELL STATION                        |-11.5500|142.4667|QLD |   58.0|1489.3
 43011|STRANRAER                                |-26.0167|148.5833|QLD |  436.1|1489.5
 33273|PETER FAUST DAM                          |-20.3683|148.3878|QLD |   60.0|1489.9
 77009|BOIGBEAT                                 |-35.5504|142.9207|VIC |   60.0|1490.4
 48125|WILLAMURRA                               |-30.7000|147.0333|NSW |  138.0|1490.6
 78070|WINIAM CLEAR BANK                        |-36.4000|141.7000|VIC |  156.8|1491.2
 12239|BULGA DOWNS                              |-28.4967|119.7436|WA  |  438.5|1491.4
 34001|ROOKWOOD                                 |-22.2903|148.7158|QLD |  140.0|1491.5
 79030|MINIMAY (BOOROOPKI)                      |-36.7000|141.2000|VIC |  137.2|1491.6
 77004|BEULAH                                   |-35.9368|142.4213|VIC |   89.0|1492.1
 75164|STONY CROSSING (BARWON)                  |-35.0461|143.5718|NSW |   66.0|1492.2
 26023|NARACOORTE                               |-36.9564|140.7402|SA  |   58.0|1492.3
 75018|HAY (CORRONG)                            |-34.2175|144.4661|NSW |   82.0|1492.4
 48064|COOLABAH (BRANGLEBAR)                    |-30.6413|147.0855|NSW |  136.0|1492.4
 26070|KONETTA E WS                             |-37.2667|140.1167|SA  |   11.0|1492.7
 76060|TYNTYNDER WEST                           |-35.2000|143.4000|VIC |   64.8|1492.9
 34074|OXFORD DOWNS                             |-21.8208|148.6817|QLD |  186.0|1493.3
 75063|THELANGERIN EAST                         |-34.2000|144.5000|NSW |   79.2|1493.6
 49009|COAN DOWNS                               |-32.7167|145.7833|NSW |  240.0|1493.6
 76050|PIRA WILD HORSE PLAINS                   |-35.2551|143.3471|VIC |   89.0|1493.8
 26099|NARACOORTE AERODROME                     |-36.9813|140.7270|SA  |   49.7|1493.9
 43014|HORSESHOE LAGOON                         |-26.3106|148.5800|QLD |  358.0|1494.0
 49086|GILGUNNIA                                |-32.3833|146.0333|NSW |  270.0|1494.0
 35067|SUNLIGHT                                 |-24.3000|148.8000|QLD |  228.6|1494.3
 26013|KYBYBOLITE RESEARCH CENTRE               |-36.8803|140.9286|SA  |   95.0|1494.3
  7179|TANGADEE                                 |-24.4114|118.9408|WA  |  550.0|1494.4
  4008|CARLINDIE                                |-20.6392|119.2431|WA  |  120.0|1494.4
 33127|KELSEY CREEK DITTMER RD                  |-20.4275|148.4475|QLD |   60.0|1494.4
 33196|GLENEDEN                                 |-20.2200|148.4036|QLD |   20.0|1494.8
 43093|WAVERLEY DOWNS                           |-26.6064|148.5372|QLD |  335.0|1495.2
  4043|REDMONT                                  |-21.9931|119.0131|WA  |  387.0|1495.4
 49034|BOOLIGAL (MYCUMBENE)                     |-33.9333|144.7833|NSW |   88.4|1495.5
 33054|NEBO                                     |-21.6889|148.6881|QLD |  195.0|1495.7
 49075|MERUNGLE                                 |-33.7000|145.0000|NSW |   85.8|1495.7
 35034|HUMBOLDT                                 |-24.0972|148.8242|QLD |  230.0|1496.1
  9813|MOUNT HOWICK                             |-33.7294|122.7552|WA  |  110.0|1496.3
 48003|BANGATE                                  |-29.2667|147.7667|NSW |  142.7|1496.8
 75045|MOOLPA                                   |-35.0000|143.7000|NSW |   70.1|1497.1
 34027|ESSEX                                    |-22.7744|148.8100|QLD |  175.0|1497.1
 79083|BENAYEO                                  |-36.8698|141.0101|VIC |  100.0|1497.3
 75069|BOOLIGAL (ULONGA)                        |-34.0965|144.6529|NSW |   84.0|1497.3
 51036|MURIEL TANK                              |-31.6000|146.6000|NSW |  241.4|1497.8
 75007|BOOLIGAL (BELMONT)                       |-33.8436|144.9073|NSW |   95.0|1498.5
 33026|FINCH HATTON COOK ST                     |-21.1436|148.6322|QLD |  105.0|1498.5
  4057|LALLA ROOKH                              |-20.8833|119.1500|WA  |  120.0|1498.7
 77050|WATCHUPGA                                |-35.7500|142.8000|VIC |  103.8|1499.1
 75042|MAUDE POST OFFICE                        |-34.4760|144.3013|NSW |   76.0|1499.2
 76059|TYNTYNDER STATION                        |-35.2000|143.5000|VIC |   67.1|1499.3
 49036|NYMAGEE (KENMURE STATION)                |-32.0641|146.3192|NSW |  310.0|1499.4
 78080|ANTWERP                                  |-36.2964|142.0243|VIC |  100.0|1499.8
 12005|BLACKHILL                                |-28.0667|119.5167|WA  |  493.2|1499.8
 78013|GERANG GERUNG                            |-36.3986|141.8797|VIC |  138.0|1500.6
 35290|BLACKWATER WATER TREATMENT PLANT         |-23.5953|148.8746|QLD |  187.0|1500.7
 49041|ROTO STATION                             |-33.2000|145.5000|NSW |  112.8|1501.2
 33254|CRYSTAL BROOK                            |-20.3436|148.5000|QLD |   20.0|1501.4
 35009|BLACKWATER POST OFFICE                   |-23.5850|148.8833|QLD |  184.1|1501.6
 79058|GOROKE (ROSE BANKS)                      |-36.7000|141.4000|VIC |  155.4|1501.6
 77005|BERRIWILLOCK                             |-35.6367|142.9950|VIC |   72.0|1501.8
 26024|NARACOORTE CAVE RANGE                    |-37.0333|140.8000|SA  |   70.2|1501.9
 75024|EURUGABAH STATION                        |-33.8000|145.0000|NSW |   91.6|1502.4
 48009|CARINDA (BOOROOMA)                       |-30.1047|147.4647|NSW |  122.0|1502.5
 78005|BRIM                                     |-36.0667|142.4167|VIC |   97.0|1502.5
 33157|PROSERPINE UP-RIVER                      |-20.3469|148.5150|QLD |   30.0|1502.8
 33091|ELAROO                                   |-20.7794|148.6081|QLD |   66.4|1502.8
 75036|KERI KERI                                |-34.9000|143.9000|NSW |   70.1|1502.8
 48001|NEW ANGLEDOOL TELEPHONE OFFICE           |-29.1000|147.9000|NSW |  146.0|1503.1
 33247|PROSERPINE AIRPORT                       |-20.4925|148.5550|QLD |   19.7|1503.5
 33005|BLOOMSBURY POST OFFICE                   |-20.7000|148.6000|QLD |   45.0|1503.6
 48168|ANGLEDOOL (ANGLEDOOL STATION)            |-29.1173|147.8993|NSW |  150.0|1503.7
 35055|PLANET DOWNS                             |-24.5333|148.8833|QLD |  300.0|1503.8
 78019|KATYIL                                   |-36.3000|142.1000|VIC |  129.8|1504.2
 26003|CALLENDALE                               |-37.2454|140.4340|SA  |   40.0|1504.4
 51046|THE GINGHET                              |-30.5000|147.3000|NSW |  134.1|1505.0
 77048|ULTIMA (POST OFFICE)                     |-35.4702|143.2674|VIC |   79.0|1505.5
  4045|ABYDOS WOODSTOCK                         |-21.6200|118.9550|WA  |  250.0|1505.9
 51026|HERMIDALE TANK                           |-31.5627|146.7179|NSW |  215.0|1505.9
 51020|GIRILAMBONE (AMPOL)                      |-31.2506|146.9038|NSW |  194.0|1505.9
 35111|TANNYFOIL                                |-23.8014|148.9283|QLD |  240.0|1506.0
 35132|NEW CALEDONIA                            |-23.4292|148.9272|QLD |  152.0|1506.2
 49080|NYMAGEE (WIRCHILLEBA)                    |-32.5000|146.1000|NSW |  258.0|1506.2
 35151|MOUNT KINGSLEY                           |-25.2797|148.8500|QLD |  350.0|1506.4
 33029|GOORGANGA                                |-20.4833|148.5833|QLD |    6.1|1506.5
  4093|STRELLEY PUMPING STATION                 |-20.3292|119.1878|WA  |   36.0|1506.5
 79017|GOROKE (POST OFFICE)                     |-36.7181|141.4729|VIC |  162.0|1506.8
 26002|BOOL LAGOON                              |-37.1333|140.7167|SA  |   55.0|1506.9
 26082|STRUAN                                   |-37.0951|140.7911|SA  |   65.0|1506.9
 51057|MARRA CREEK (WOMBOIN)                    |-30.6998|147.2232|NSW |  131.0|1507.4
 77028|BIRCHIP (MARLBED)                        |-35.7955|142.8768|VIC |   90.0|1507.4
 78038|WARRACKNABEAL (EARLSTAN)                 |-36.2705|142.2165|VIC |  119.0|1508.2
 49032|MOUNT HOPE (CYPRESS GROVE)               |-32.8345|145.8772|NSW |  223.0|1508.2
 33061|PROSERPINE POST OFFICE                   |-20.4000|148.5833|QLD |   13.0|1508.3
 26000|BEACHPORT                                |-37.4861|140.0115|SA  |    9.0|1508.4
 33027|GARGETT POST OFFICE                      |-21.1558|148.7433|QLD |   74.0|1509.3
 79071|APSLEY (POST OFFICE)                     |-36.9681|141.0834|VIC |  109.0|1509.4
 35003|ARDURAD                                  |-23.8825|148.9642|QLD |  457.2|1509.7
  4012|DE GREY                                  |-20.1756|119.1908|WA  |   15.0|1509.7
 51058|BREWON                                   |-30.2000|147.5000|NSW |  129.5|1509.8
 12312|KATTA BAREGA                             |-33.5906|122.4519|WA  |  150.0|1509.8
 76049|PIANGIL                                  |-35.5000|143.3000|VIC |   64.0|1509.8
 12204|DEDARI                                   |-31.0931|120.6908|WA  |  451.0|1510.5
 33125|MOUNT SPENCER 2                          |-21.4828|148.8110|QLD |  249.9|1510.8
 51017|HERMIDALE (GILGAI)                       |-31.7812|146.6398|NSW |  235.0|1510.8
 35206|BUNGAWARRA                               |-24.4550|148.9597|QLD |  306.0|1511.0
  4000|ABYDOS                                   |-21.4167|118.9333|WA  |  226.0|1511.0
 77020|KINNABULLA                               |-35.9000|142.8000|VIC |   95.4|1511.2
 43007|COOGOON                                  |-27.0833|148.6000|QLD |  274.3|1511.3
 33080|MOUNT CHARLTON                           |-21.0003|148.7375|QLD |  100.0|1511.4
 48124|WILKIE                                   |-29.8833|147.6667|NSW |  130.0|1511.6
 49081|MOORAL                                   |-33.5833|145.3167|NSW |   77.7|1511.8
 34083|WAITARA                                  |-21.8447|148.8736|QLD |  152.0|1512.1
 33041|LETHEBROOK                               |-20.5392|148.6572|QLD |   10.0|1512.5
 43022|MOUNT ABUNDANCE                          |-26.6000|148.7167|QLD |  301.3|1512.7
